op_index,elapsed_s,latency_us,op
0,0.007907,7893.934000,put
1,0.007912,3.479000,put
2,0.007915,1.837000,put
3,0.007939,24.471000,get
4,0.007947,7.240000,get
5,0.007953,5.436000,get
6,0.008501,547.430000,put
7,0.008509,6.061000,get
8,0.008522,11.840000,get
9,0.008526,4.064000,get
10,0.008531,3.482000,get
11,0.008543,10.535000,get
12,0.008551,7.449000,put
13,0.008557,4.853000,get
14,0.008561,3.587000,get
15,0.008566,3.669000,get
16,0.008571,3.972000,get
17,0.008572,1.048000,get
18,0.008580,6.614000,put
19,0.008585,3.779000,get
20,0.008593,6.593000,put
21,0.008597,3.672000,get
22,0.008601,3.416000,get
23,0.008611,8.722000,get
24,0.008626,12.808000,put
25,0.008634,6.667000,put
26,0.008635,0.698000,get
27,0.008637,0.572000,get
28,0.008642,4.141000,get
29,0.008646,4.005000,get
30,0.008650,3.323000,get
31,0.008658,6.681000,put
32,0.008677,16.433000,get
33,0.008682,4.430000,get
34,0.008686,3.400000,get
35,0.008691,3.920000,get
36,0.008695,3.287000,get
37,0.008703,6.823000,put
38,0.008715,10.904000,put
39,0.008720,4.146000,get
40,0.008740,18.473000,get
41,0.008741,0.616000,get
42,0.008747,4.440000,get
43,0.008754,6.605000,put
44,0.008771,15.875000,get
45,0.008774,2.026000,put
46,0.008784,8.555000,get
47,0.008785,0.945000,get
48,0.008787,1.272000,get
49,0.008788,1.265000,get
50,0.008790,1.009000,get
51,0.008799,8.684000,get
52,0.008801,1.852000,put
53,0.008802,0.188000,get
54,0.008803,1.430000,get
55,0.008804,0.206000,get
56,0.008809,4.580000,get
57,0.008811,0.904000,get
58,0.008811,0.223000,get
59,0.008815,3.432000,put
60,0.008815,0.183000,get
61,0.008824,8.731000,get
62,0.008831,5.986000,get
63,0.008836,5.031000,get
64,0.008836,0.171000,get
65,0.008838,1.271000,get
66,0.008838,0.165000,get
67,0.008839,0.178000,get
68,0.008842,2.150000,put
69,0.008842,0.209000,get
70,0.008858,14.908000,get
71,0.008859,1.466000,get
72,0.008860,0.205000,get
73,0.008860,0.180000,get
74,0.008860,0.177000,get
75,0.008872,10.925000,get
76,0.008874,1.124000,get
77,0.008876,2.210000,put
78,0.008878,1.930000,put
79,0.008879,0.199000,get
80,0.008884,4.596000,put
81,0.008892,7.356000,get
82,0.008893,1.275000,get
83,0.008895,1.025000,get
84,0.008896,0.986000,get
