op_index,elapsed_s,latency_us,op
0,0.000044,32.517000,get
1,0.000047,2.254000,get
2,0.000055,7.394000,get
3,0.000056,1.127000,get
4,0.000058,0.914000,get
5,0.000066,7.547000,get
6,0.000082,15.258000,get
7,0.000106,23.928000,put
8,0.000112,5.573000,get
9,0.000113,1.113000,get
10,0.000117,2.842000,put
11,0.000118,1.283000,get
12,0.000123,4.472000,get
13,0.000124,1.029000,get
14,0.000125,0.849000,get
15,0.000131,5.239000,get
16,0.000132,0.898000,get
17,0.000133,1.006000,get
18,0.000146,12.464000,put
19,0.000158,10.021000,get
20,0.000159,0.937000,get
21,0.000160,0.854000,get
22,0.000162,1.909000,get
23,0.000168,5.572000,get
24,0.000171,2.181000,get
25,0.000172,0.866000,get
26,0.000173,1.089000,get
27,0.000175,2.089000,put
28,0.000177,1.454000,get
29,0.000179,1.791000,put
30,0.000183,3.678000,get
31,0.000189,5.629000,get
32,0.000198,8.335000,get
33,0.000199,0.931000,get
34,0.000200,0.825000,get
35,0.000212,10.427000,get
36,0.000214,2.245000,get
37,0.000228,13.006000,get
38,0.000230,1.978000,get
39,0.000232,1.709000,get
40,0.000233,0.882000,get
41,0.000234,0.858000,get
42,0.000236,1.064000,get
43,0.000237,0.841000,get
44,0.000239,2.530000,get
45,0.000240,0.892000,get
46,0.000243,1.985000,put
47,0.000244,1.295000,get
48,0.000245,0.844000,get
49,0.000249,3.115000,put
50,0.000251,1.823000,put
51,0.000253,1.826000,put
52,0.000255,1.816000,put
53,0.000256,1.066000,get
54,0.000258,1.155000,get
55,0.000259,1.037000,get
56,0.000264,4.459000,put
57,0.000265,1.341000,get
58,0.000267,1.189000,get
59,0.000272,5.218000,get
60,0.000276,3.997000,get
61,0.000279,2.008000,put
62,0.000279,0.351000,get
63,0.000279,0.202000,get
64,0.000282,1.859000,put
65,0.000283,1.208000,get
66,0.000284,1.286000,get
67,0.000286,1.191000,get
68,0.000295,8.305000,get
69,0.000297,1.799000,get
70,0.000298,0.282000,get
71,0.000300,2.292000,get
72,0.000304,3.334000,put
73,0.000305,0.317000,get
74,0.000305,0.236000,get
75,0.000305,0.212000,get
76,0.000307,1.438000,get
77,0.000308,1.183000,get
78,0.000319,9.673000,get
79,0.000321,1.785000,get
80,0.000324,2.050000,put
81,0.000325,1.079000,get
82,0.000325,0.216000,get
83,0.000326,0.211000,get
84,0.000334,7.389000,get
85,0.000335,0.982000,get
86,0.000336,0.998000,get
87,0.000338,2.021000,put
88,0.000340,1.788000,put
89,0.000351,9.877000,get
90,0.000355,3.467000,put
91,0.000356,1.169000,get
92,0.000359,2.020000,put
93,0.000360,1.030000,get
94,0.000362,1.732000,put
95,0.000364,1.918000,put
96,0.000367,3.026000,put
97,0.000369,1.355000,get
98,0.000370,0.210000,get
99,0.000370,0.294000,get
100,0.000379,8.340000,get
101,0.000381,1.924000,put
102,0.000383,1.756000,put
103,0.000384,0.311000,get
104,0.000384,0.241000,get
105,0.000386,1.020000,get
106,0.000386,0.242000,get
107,0.000386,0.196000,get
108,0.000398,9.966000,get
109,0.000398,0.237000,get
110,0.000399,1.101000,get
111,0.000406,6.180000,get
112,0.000408,1.977000,put
113,0.000411,2.527000,get
114,0.000419,7.142000,get
115,0.000420,0.337000,get
116,0.000421,1.084000,get
117,0.000423,1.243000,get
118,0.000431,7.921000,get
119,0.000432,1.089000,get
120,0.000437,4.427000,put
121,0.000439,1.990000,put
122,0.000448,7.835000,get
123,0.000450,2.051000,put
124,0.000451,0.210000,get
125,0.000451,0.286000,get
126,0.000453,1.781000,put
127,0.000454,0.210000,get
128,0.000456,2.226000,get
129,0.000457,0.200000,get
130,0.000465,7.985000,get
131,0.000469,3.010000,put
132,0.000469,0.212000,get
133,0.000469,0.276000,get
134,0.000475,5.356000,get
135,0.000476,0.310000,get
136,0.000476,0.194000,get
137,0.000486,9.997000,get
138,0.000489,1.959000,put
139,0.000489,0.267000,get
140,0.000498,7.786000,get
141,0.000500,1.601000,get
142,0.000502,1.897000,put
143,0.000502,0.213000,get
144,0.000503,1.097000,get
145,0.000505,1.094000,get
146,0.000507,1.864000,put
147,0.000508,1.103000,get
148,0.000509,0.295000,get
149,0.000513,3.676000,put
150,0.000513,0.307000,get
151,0.000515,1.453000,get
152,0.000515,0.249000,get
153,0.000524,7.917000,get
154,0.000531,6.644000,get
155,0.000540,8.409000,get
156,0.000542,2.446000,get
157,0.000544,1.647000,get
158,0.000545,0.260000,get
159,0.000546,1.156000,get
160,0.000547,0.278000,get
161,0.000547,0.223000,get
162,0.000549,1.460000,get
163,0.000551,1.700000,get
164,0.000551,0.241000,get
165,0.000553,1.955000,put
166,0.000554,0.269000,get
167,0.000554,0.188000,get
168,0.000561,5.952000,get
169,0.000561,0.239000,get
170,0.000563,1.238000,get
171,0.000564,1.708000,get
172,0.000566,1.089000,get
173,0.000566,0.198000,get
174,0.000568,1.209000,get
175,0.000570,2.048000,put
176,0.000576,5.732000,get
177,0.000580,3.156000,put
178,0.000580,0.237000,get
179,0.000582,1.579000,get
180,0.000583,0.200000,get
181,0.000584,1.179000,get
182,0.000586,1.699000,get
183,0.000586,0.211000,get
184,0.000588,1.041000,get
185,0.000590,1.843000,put
186,0.000591,1.123000,get
187,0.000591,0.256000,get
188,0.000592,0.208000,get
189,0.000593,1.050000,get
190,0.000593,0.216000,get
191,0.000595,1.100000,get
192,0.000603,7.510000,get
193,0.000604,1.420000,get
194,0.000605,0.203000,get
195,0.000605,0.254000,get
196,0.000606,0.242000,get
197,0.000608,1.906000,get
198,0.000613,4.829000,get
199,0.000615,1.851000,put
200,0.000616,0.269000,get
201,0.000622,6.183000,get
202,0.000625,2.740000,put
203,0.000626,0.207000,get
204,0.000626,0.247000,get
205,0.000626,0.235000,get
206,0.000627,0.199000,get
207,0.000627,0.248000,get
208,0.000630,2.317000,get
209,0.000631,1.167000,get
210,0.000638,6.090000,get
211,0.000639,1.305000,get
212,0.000643,3.834000,put
213,0.000644,0.256000,get
214,0.000646,1.456000,get
215,0.000648,1.846000,put
216,0.000649,1.342000,get
217,0.000651,1.386000,get
218,0.000653,1.901000,put
219,0.000654,0.277000,get
220,0.000656,1.954000,put
221,0.000658,1.219000,get
222,0.000658,0.209000,get
223,0.000663,4.776000,get
224,0.000667,3.676000,get
225,0.000671,3.316000,put
226,0.000673,1.848000,put
227,0.000676,1.899000,get
228,0.000678,1.699000,get
229,0.000679,1.691000,get
230,0.000680,0.207000,get
231,0.000682,1.808000,put
