op_index,elapsed_s,latency_us,op
0,0.000042,31.002000,get
1,0.000065,21.799000,get
2,0.000072,6.135000,get
3,0.000073,1.497000,get
4,0.000075,1.093000,get
5,0.000089,13.692000,get
6,0.000095,5.049000,get
7,0.000115,18.716000,put
8,0.000121,5.983000,get
9,0.000124,2.055000,get
10,0.000128,4.194000,get
11,0.000129,0.950000,get
12,0.000131,1.247000,get
13,0.000132,0.898000,get
14,0.000133,1.096000,get
15,0.000134,0.899000,get
16,0.000140,4.816000,get
17,0.000142,2.492000,put
18,0.000144,1.467000,get
19,0.000146,1.097000,get
20,0.000147,0.993000,get
21,0.000148,0.964000,get
22,0.000149,1.134000,get
23,0.000151,0.924000,get
24,0.000156,5.275000,get
25,0.000162,5.341000,get
26,0.000163,0.989000,get
27,0.000164,0.918000,get
28,0.000167,2.034000,get
29,0.000168,0.978000,get
30,0.000169,1.248000,get
31,0.000171,1.520000,get
32,0.000172,0.900000,get
33,0.000175,2.110000,put
34,0.000176,1.010000,get
35,0.000177,0.917000,get
36,0.000181,3.646000,get
37,0.000183,0.937000,get
38,0.000191,8.514000,put
39,0.000193,1.505000,get
40,0.000195,2.031000,put
41,0.000197,1.217000,get
42,0.000199,1.976000,put
43,0.000201,1.875000,put
44,0.000202,0.375000,get
45,0.000205,3.379000,put
46,0.000207,1.102000,get
47,0.000207,0.264000,get
48,0.000208,0.973000,get
49,0.000211,1.917000,put
50,0.000212,1.178000,get
51,0.000217,4.224000,get
52,0.000221,4.264000,get
53,0.000223,1.640000,get
54,0.000226,1.881000,get
55,0.000227,1.109000,get
56,0.000229,1.769000,get
57,0.000231,1.980000,put
58,0.000233,1.064000,get
59,0.000235,1.907000,put
60,0.000236,1.516000,get
61,0.000238,1.489000,get
62,0.000244,5.735000,get
63,0.000246,1.219000,get
64,0.000246,0.319000,get
65,0.000251,4.045000,put
66,0.000252,1.512000,get
67,0.000253,0.271000,get
68,0.000253,0.222000,get
69,0.000260,6.674000,get
70,0.000267,6.186000,get
71,0.000271,3.998000,get
72,0.000283,10.271000,get
73,0.000285,2.319000,put
74,0.000286,0.257000,get
75,0.000288,1.856000,put
76,0.000293,4.955000,get
77,0.000298,3.838000,get
78,0.000299,1.236000,get
79,0.000303,3.347000,put
80,0.000305,1.869000,put
81,0.000307,1.941000,put
82,0.000309,1.905000,put
83,0.000314,4.207000,get
84,0.000336,21.124000,get
85,0.000337,1.097000,get
86,0.000337,0.282000,get
87,0.000340,2.469000,get
88,0.000341,0.252000,get
89,0.000341,0.290000,get
90,0.000343,1.755000,get
91,0.000347,3.429000,put
92,0.000359,11.232000,get
93,0.000359,0.276000,get
94,0.000360,0.234000,get
95,0.000362,1.513000,get
96,0.000381,18.269000,get
97,0.000383,2.074000,put
98,0.000385,1.669000,get
99,0.000403,17.052000,get
