op_index,elapsed_s,latency_us,op
0,0.000039,28.165000,put
1,0.000068,28.540000,get
2,0.000072,2.922000,put
3,0.000075,1.797000,get
4,0.000076,0.980000,get
5,0.000078,1.830000,get
6,0.000080,1.416000,get
7,0.000081,1.356000,get
8,0.000088,6.140000,get
9,0.000089,1.125000,get
10,0.000100,10.795000,put
11,0.000101,1.060000,get
12,0.000102,0.899000,get
13,0.000108,5.771000,get
14,0.000110,1.391000,get
15,0.000112,1.580000,get
16,0.000114,1.332000,get
17,0.000116,1.988000,put
18,0.000117,1.211000,get
19,0.000118,0.927000,get
20,0.000124,5.566000,get
21,0.000131,6.326000,get
22,0.000132,1.003000,get
23,0.000134,0.910000,get
24,0.000138,4.536000,get
25,0.000141,2.098000,put
26,0.000142,1.392000,get
27,0.000144,1.275000,get
28,0.000146,1.905000,put
29,0.000162,15.284000,get
30,0.000166,3.573000,put
31,0.000168,1.788000,put
32,0.000170,1.748000,put
33,0.000183,12.185000,get
34,0.000184,0.342000,get
35,0.000202,17.384000,get
36,0.000209,5.934000,get
37,0.000213,4.128000,get
38,0.000214,0.254000,get
39,0.000214,0.283000,get
40,0.000215,0.250000,get
41,0.000216,1.146000,get
42,0.000216,0.218000,get
43,0.000222,5.401000,get
44,0.000225,2.077000,put
45,0.000226,1.238000,get
46,0.000231,4.991000,put
47,0.000233,1.294000,get
48,0.000235,1.882000,put
49,0.000242,6.661000,get
50,0.000245,2.129000,put
51,0.000250,4.716000,get
52,0.000251,1.022000,get
53,0.000252,0.968000,get
54,0.000253,0.310000,get
55,0.000253,0.220000,get
56,0.000257,3.589000,put
57,0.000261,3.184000,get
58,0.000261,0.226000,get
59,0.000266,4.632000,get
60,0.000268,1.022000,get
61,0.000270,1.965000,put
62,0.000270,0.313000,get
63,0.000273,2.054000,get
64,0.000279,6.018000,get
65,0.000280,1.004000,get
66,0.000283,1.879000,put
67,0.000283,0.258000,get
68,0.000285,1.578000,get
69,0.000298,12.206000,get
70,0.000298,0.229000,get
71,0.000300,1.580000,get
72,0.000313,11.999000,get
73,0.000315,1.546000,get
74,0.000316,1.023000,get
75,0.000318,1.363000,get
76,0.000320,2.082000,put
77,0.000327,6.343000,get
78,0.000328,1.136000,get
79,0.000330,1.280000,get
80,0.000330,0.219000,get
81,0.000334,3.413000,put
82,0.000336,1.043000,get
83,0.000336,0.279000,get
84,0.000338,1.145000,get
85,0.000338,0.257000,get
86,0.000340,1.946000,get
87,0.000341,0.227000,get
88,0.000348,6.674000,get
89,0.000359,9.598000,get
90,0.000360,1.081000,get
91,0.000362,2.056000,put
92,0.000364,1.811000,put
93,0.000366,1.872000,put
94,0.000379,11.891000,get
95,0.000379,0.231000,get
96,0.000381,1.337000,get
97,0.000382,1.013000,get
98,0.000383,1.356000,get
99,0.000390,5.830000,get
100,0.000394,3.611000,put
101,0.000395,1.095000,get
